nahas,-2.0,,
gigil,-4.0,,
ungkap,-3.0,,
sambat,-3.0,,
tanduk,-2.0,,
cekak,-3.0,,
lemah,-4.0,,
nenes,-2.0,,
cekau,-2.0,,
ekang,-4.0,,
prihatin,-3.0,,
besit,-2.0,,
jabat,-3.0,,
dua,-3.0,,
enteng,-2.0,,
singgung,-5.0,,
taat,-1.0,,
busuk,-5.0,,
tarik napas habis,-5.0,,
semayam,-3.0,,
potong,-2.0,,
genang,-2.0,,
hina aib,-4.0,,
gejolak,-3.0,,
hiruk,-4.0,,
sengaja,-2.0,,
takut,-4.0,,
geleng,-3.0,,
selulur,-2.0,,
suap,-3.0,,
sembarang,-4.0,,
gelesot,-3.0,,
kalang tanah,-2.0,,
antem,-4.0,,
tunas,-2.0,,
gelap,-4.0,,
menep,-3.0,,
umpat,-4.0,,
biak,-3.0,,
biar,-3.0,,
batas waktu,-3.0,,
tetes,-3.0,,
licin,-2.0,,
maki,-5.0,,
songsong,-2.0,,
tusuk,-4.0,,
sungkawa,-3.0,,
dunia,-2.0,,
faedah,-1.0,,
ganyang,-4.0,,
gerecok,-4.0,,
umbar,-3.0,,
telinga merah,-3.0,,
sakit ingat,-4.0,,
tolak,-4.0,,
bandel,-5.0,,
sepele,-4.0,,
jarah,-4.0,,
jarak,-3.0,,
suntuk,-4.0,,
gelora,-2.0,,
aniaya,-4.0,,
balas,-3.0,,
banting,-3.0,,
hayat,-2.0,,
daif,-3.0,,
lubang,-3.0,,
dosa,-4.0,,
tarik hati,-1.0,,
ejek,-4.0,,
jauh,-4.0,,
goda,-3.0,,
berangan,-3.0,,
rampok,-5.0,,
lendeh,-3.0,,
parah,-5.0,,
peranjat,-3.0,,
nyanyi,-2.0,,
getar,-3.0,,
hina,-5.0,,
geruh,-4.0,,
ada,-3.0,,
lalu dr dunia,-5.0,,
elu,-2.0,,
cucut,-3.0,,
retek,-3.0,,
kasi,-3.0,,
jejal,-3.0,,
cucuk,-3.0,,
jedot,-4.0,,
antisipasi,-1.0,,
celaka,-5.0,,
patung,-3.0,,
sindir,-3.0,,
bukan,-3.0,,
geliat,-3.0,,
mirip,-2.0,,
alami,-3.0,,
lepas,-2.0,,
harap,-3.0,,
comot,-4.0,,
siksa,-5.0,,
acak,-5.0,,
sendu,-2.0,,
acau,-4.0,,
hempas,-4.0,,
ganjil,-4.0,,
derita,-5.0,,
bantah,-3.0,,
untung,-1.0,,
sudah,-2.0,,
hangus,-3.0,,
ampas kopi,-2.0,,
simbah,-3.0,,
leleh,-3.0,,
bidik,-2.0,,
lari,-2.0,,
sentuh,-2.0,,
usai,-2.0,,
dengung,-3.0,,
cemplung,-4.0,,
ribut,-4.0,,
olok,-4.0,,
kelir,-3.0,,
buru,-3.0,,
geluncur,-3.0,,
bakat,-1.0,,
musuh,-4.0,,
pacar,-3.0,,
cemerlang,-1.0,,
bisu,-3.0,,
kurang,-3.0,,
rebut,-3.0,,
tendensi,-3.0,,
duka,-5.0,,
gelecik,-4.0,,
balik akal,-4.0,,
mari,-1.0,,
pelecok,-3.0,,
bendung,-3.0,,
makan,-1.0,,
besar,-2.0,,
tular,-4.0,,
timbal,-2.0,,
teduh,-2.0,,
pokok,-3.0,,
baca,-1.0,,
cedera,-4.0,,
maksud,-1.0,,
lot,-5.0,,
dahulu,-1.0,,
sungguh,-1.0,,
ubah ingat,-3.0,,
anjur,-2.0,,
ramal,-2.0,,
terka,-1.0,,
jaga,-3.0,,
ruwet,-4.0,,
semangat,-1.0,,
beri,-2.0,,
mencak,-5.0,,
seteru,-4.0,,
aneh,-4.0,,
lagi,-3.0,,
tentang,-2.0,,
tutup,-2.0,,
lanyak,-3.0,,
curu,-3.0,,
tekan,-3.0,,
nista,-5.0,,
sumbat,-3.0,,
tumpang tinggal,-4.0,,
erik,-3.0,,
beri uang,-2.0,,
tahan,-2.0,,
sembah,-2.0,,
ubah akal,-2.0,,
tip,-3.0,,
tambat hati,-2.0,,
ogah,-3.0,,
panas,-3.0,,
simpang,-4.0,,
sunyi,-3.0,,
indah,-2.0,,
noda,-4.0,,
langah,-3.0,,
langau,-4.0,,
taksir,-1.0,,
beda,-2.0,,
hambur,-3.0,,
tangkap basah,-3.0,,
bandung,-1.0,,
bahagia,-1.0,,
bisik,-2.0,,
coret,-1.0,,
ngaceng,-5.0,,
jihat,-4.0,,
mengarau,-4.0,,
tubruk,-3.0,,
lesap,-3.0,,
mentransformasikan,-5.0,,
gabung,-5.0,,
gasak,-5.0,,
maklumat,-3.0,,
mengerut,-3.0,,
inersia,-4.0,,
lebur,-5.0,,
senyampang,-4.0,,
ayun,-3.0,,
hadirin,-3.0,,
pantang,-4.0,,
porno,-5.0,,
berkarut,-5.0,,
tingkeb,-3.0,,
bayi,-3.0,,
empot-empotan,-5.0,,
bergulir,-3.0,,
lembu liar,-3.0,,
kemandang,-3.0,,
rantas,-3.0,,
sambung,-3.0,,
aus,-5.0,,
menggulung,-4.0,,
moyang,-4.0,,
berang,-5.0,,
singkil,-4.0,,
deru,-3.0,,
menumpuk,-3.0,,
represi,-4.0,,
lunas (kapal,-3.0,,
distorsi,-4.0,,
risi,-3.0,,
semak hati,-5.0,,
lintasan,-4.0,,
petung,-3.0,,
risa,-4.0,,
benyot,-4.0,,
bromocorah,-5.0,,
medok,-3.0,,
lencana,-3.0,,
ekshibisi,-3.0,,
dua kali,-3.0,,
mengheningkan,-3.0,,
melingkupi,-3.0,,
menyegam,-4.0,,
mencagil,-4.0,,
memampat,-3.0,,
mengkaji,-5.0,,
gelogok,-3.0,,
gapil mulut,-4.0,,
penyudahan,-3.0,,
selesma,-3.0,,
pari-,-3.0,,
khafi,-5.0,,
melumangkan,-5.0,,
beromong kosong,-4.0,,
berkecandan,-4.0,,
membasmi,-5.0,,
memetuahkan,-3.0,,
mencegat,-3.0,,
pulsa,-3.0,,
merancukan,-4.0,,
berluruhan,-3.0,,
titis,-3.0,,
tersantet,-3.0,,
unjuk rasa,-3.0,,
ketupat bengkulu,-5.0,,
tawar,-4.0,,
cacatan,-5.0,,
titik,-3.0,,
ikhtiar,-4.0,,
terpelekok,-3.0,,
betung,-3.0,,
membuang,-4.0,,
menjauh,-3.0,,
berganda,-3.0,,
beranjak,-3.0,,
menyulam,-5.0,,
bengal,-4.0,,
serius,-5.0,,
kusut hati,-5.0,,
memupus,-5.0,,
kaitan,-4.0,,
barua,-5.0,,
merobek,-4.0,,
judes,-4.0,,
belembang,-5.0,,
betas,-3.0,,
madat,-3.0,,
sensasi,-5.0,,
sandung,-5.0,,
catak,-4.0,,
interlokusi,-3.0,,
rongseng,-4.0,,
baya,-4.0,,
merinin,-3.0,,
tempo,-4.0,,
cacing kalung,-4.0,,
kemakmuran,-3.0,,
tertular,-4.0,,
borok,-5.0,,
kentara,-3.0,,
restan,-3.0,,
menoleransi,-3.0,,
mencaci,-5.0,,
pati,-5.0,,
mamah,-4.0,,
mendorong,-4.0,,
pancakara,-4.0,,
mempertenggangkan,-3.0,,
hunjam,-4.0,,
angkat tangan,-5.0,,
sumbang,-4.0,,
kehangatan,-4.0,,
cekuh,-3.0,,
forum,-3.0,,
anjing tanah,-5.0,,
juang,-3.0,,
dering,-3.0,,
mentok,-5.0,,
jendala,-5.0,,
puyeng,-4.0,,
kelesa,-4.0,,
bertambah,-5.0,,
kerdak,-4.0,,
menggelabur,-5.0,,
penuturan,-3.0,,
pemalak,-5.0,,
rapat,-3.0,,
fasid,-5.0,,
celoteh,-4.0,,
membalik belakang,-5.0,,
berselang,-3.0,,
tais,-3.0,,
kelasah-kelusuh,-5.0,,
orang-orangan,-3.0,,
gencet,-5.0,,
termuat,-3.0,,
membersihkan,-5.0,,
mewalakkan,-5.0,,
unit,-4.0,,
menjaga,-3.0,,
anjungan,-3.0,,
tahi angin,-4.0,,
kerekau,-3.0,,
musir,-4.0,,
saran,-3.0,,
melarang,-3.0,,
merangkum,-3.0,,
merangkul,-3.0,,
orang bunian,-4.0,,
merintangi,-4.0,,
merangkup,-3.0,,
merangkus,-4.0,,
mengabdi,-3.0,,
bersesak-sesak,-3.0,,
membohong,-4.0,,
karut,-5.0,,
prajurit,-5.0,,
suari,-3.0,,
obat bedil,-3.0,,
sarau,-5.0,,
bayu,-4.0,,
mengusir,-4.0,,
miliun,-5.0,,
berhelat,-4.0,,
lisong,-3.0,,
selekeh,-5.0,,
mengantongi,-5.0,,
bertara,-3.0,,
runcing,-4.0,,
disparitas,-4.0,,
perlawanan,-5.0,,
gelongsor,-4.0,,
tesis,-3.0,,
relai,-5.0,,
berlik,-4.0,,
naik pitam,-4.0,,
tulup,-3.0,,
pembohong,-4.0,,
bertandang,-4.0,,
beribadat,-3.0,,
vibrasi,-3.0,,
menjerkah,-5.0,,
fakir,-5.0,,
kode,-3.0,,
cencala,-5.0,,
kerusuhan,-5.0,,
genitalia,-3.0,,
sigar,-3.0,,
pengungkit,-3.0,,
fadihat,-5.0,,
indehoi,-3.0,,
ta,-3.0,,
akik,-3.0,,
jamah,-5.0,,
sewot,-5.0,,
bolsak,-4.0,,
mendusta,-4.0,,
mendustai,-3.0,,
urung,-5.0,,
kasiku,-4.0,,
penyadaran,-3.0,,
cirit,-5.0,,
menjolok,-3.0,,
penting,-4.0,,
apkiran,-4.0,,
memenuhi,-3.0,,
hubungan singkat,-4.0,,
adiktif,-4.0,,
menyingkap,-4.0,,
lubuk,-3.0,,
meredup,-3.0,,
lelucon,-4.0,,
umbul-umbul,-3.0,,
pautan,-4.0,,
menyangkak hati,-4.0,,
kadam,-3.0,,
turut,-3.0,,
hot,-4.0,,
jalan lingkar,-4.0,,
penerangan,-3.0,,
menguji,-5.0,,
coreng moreng,-4.0,,
iri hati,-5.0,,
setia,-4.0,,
kurang darah,-4.0,,
makmum,-3.0,,
deriji,-4.0,,
terburu,-3.0,,
sedu,-5.0,,
cunam,-3.0,,
kekeramatan,-5.0,,
bermukah,-4.0,,
sampean,-4.0,,
jendera,-4.0,,
menggelabu,-4.0,,
bedol,-4.0,,
pemakai bahasa,-3.0,,
arca,-3.0,,
sistem,-4.0,,
buang-buang air,-5.0,,
menyiasat,-3.0,,
lecet,-4.0,,
walang hati,-5.0,,
pemburu,-5.0,,
dampratan,-5.0,,
bersenda gurau,-4.0,,
bertala-tala,-3.0,,
tegal,-4.0,,
pengumpil,-3.0,,
bersinggungan,-3.0,,
menduri,-4.0,,
berbantahan,-3.0,,
bahasa,-4.0,,
gugup,-5.0,,
gugus,-4.0,,
bercikun-cikun,-5.0,,
merorod,-4.0,,
(tua) uzur,-3.0,,
rompes,-4.0,,
kepalang,-3.0,,
ulam-ulam,-5.0,,
pandemi,-5.0,,
atribut,-3.0,,
deskripsi,-4.0,,
geblek,-5.0,,
bungsu,-3.0,,
menyembunyikan,-3.0,,
beranggar lidah,-3.0,,
londang,-3.0,,
terbakar,-5.0,,
mengesel,-5.0,,
kerabit,-3.0,,
keluarga,-3.0,,
berangsang,-5.0,,
hilang akal,-5.0,,
berkecenderungan,-3.0,,
junior,-4.0,,
penjara,-4.0,,
menyesak,-4.0,,
banyak cakap,-4.0,,
antitesis,-3.0,,
mengotori,-5.0,,
bercucuran,-5.0,,
mengelih,-4.0,,
penanggung,-4.0,,
barut,-3.0,,
mengelis,-3.0,,
pipitan,-3.0,,
intiha,-3.0,,
tenggalam,-3.0,,
menyesar,-3.0,,
menyesap,-3.0,,
sayap,-4.0,,
pelak,-3.0,,
cemomot,-4.0,,
bebal,-3.0,,
antuk,-4.0,,
lantaran,-4.0,,
satelit,-3.0,,
berangsur,-3.0,,
danyang,-4.0,,
seleweng,-5.0,,
mendangkung,-3.0,,
soak,-5.0,,
menghujat,-4.0,,
berombongan,-4.0,,
caing,-3.0,,
sorak,-3.0,,
taburan,-3.0,,
imbesil,-5.0,,
pelir,-5.0,,
cukup,-5.0,,
kemban,-5.0,,
keris,-4.0,,
tersumbat,-5.0,,
bercekcok,-4.0,,
asan tak asan,-5.0,,
jual murah,-3.0,,
bertengking,-4.0,,
bantu,-4.0,,
mengonfirmasi,-4.0,,
bergundang,-5.0,,
pengamitan,-4.0,,
memecah,-4.0,,
bergairah,-3.0,,
cengkeram,-5.0,,
menafikan,-4.0,,
menyakar,-5.0,,
pepet,-5.0,,
ketat,-3.0,,
cuma,-3.0,,
berdompol,-4.0,,
mencecak,-3.0,,
melumur,-4.0,,
melukat,-4.0,,
jeli,-3.0,,
aborsi,-3.0,,
lembu hutan,-3.0,,
jalu,-4.0,,
puntianak,-5.0,,
berbicara,-3.0,,
pengacauan,-4.0,,
tuju,-4.0,,
pinggir,-4.0,,
merangsang,-4.0,,
menjatuhkan,-4.0,,
kerabu,-5.0,,
debil,-5.0,,
laif,-5.0,,
bentul,-3.0,,
renyang,-5.0,,
berbecak-becak,-3.0,,
aji,-3.0,,
penabalan,-3.0,,
berona,-3.0,,
bagian,-4.0,,
laik,-5.0,,
bundak,-3.0,,
narkotik,-3.0,,
resan,-5.0,,
koyak,-3.0,,
anggota,-3.0,,
mempersakiti,-5.0,,
benjut,-4.0,,
terbuni,-5.0,,
penyangkal,-4.0,,
coleng,-4.0,,
terpangah,-4.0,,
tindih,-4.0,,
(olahraga) bokser,-5.0,,
sano,-4.0,,
keset,-4.0,,
bening,-4.0,,
hemat,-3.0,,
lebar mulut,-4.0,,
ambles,-4.0,,
konglomerasi,-4.0,,
prapendapat,-3.0,,
generasi,-3.0,,
menunjang,-3.0,,
memapas,-5.0,,
abses,-4.0,,
berhandai-handai,-3.0,,
jawatan,-3.0,,
geriap,-4.0,,
bersara,-3.0,,
absen,-3.0,,
serampu,-3.0,,
candala,-5.0,,
batel,-4.0,,
tumpat,-4.0,,
berjejak,-3.0,,
degil,-5.0,,
masyhur,-5.0,,
dangkar,-4.0,,
talak,-3.0,,
kedengkian,-5.0,,
berbahaya,-4.0,,
mengguguk,-5.0,,
inisiator,-4.0,,
harus,-5.0,,
pergi,-3.0,,
menggiatkan,-4.0,,
cucup,-3.0,,
menebeng,-3.0,,
kepala angin,-3.0,,
berasal,-3.0,,
berasak,-3.0,,
padang luas,-3.0,,
menyelundupi,-3.0,,
menganugerahi,-3.0,,
kusut pikiran,-4.0,,
galas,-4.0,,
temporer,-4.0,,
kocar-kacir,-5.0,,
sambungan jiwa,-3.0,,
degub,-3.0,,
desak,-4.0,,
laknat,-5.0,,
pikiran tumpul,-3.0,,
bergema,-4.0,,
siratan,-3.0,,
epidemi,-5.0,,
minta,-3.0,,
bacok,-4.0,,
kepialu,-4.0,,
kesepakatan,-4.0,,
desau,-3.0,,
jenewer,-4.0,,
mencium,-3.0,,
mengernai,-4.0,,
merekomendasi,-3.0,,
nistaan,-5.0,,
berkemandang,-3.0,,
separuh,-3.0,,
keloyoan,-3.0,,
gerah,-5.0,,
menyekar,-4.0,,
rusuk,-4.0,,
cangkul,-4.0,,
tertangguh,-3.0,,
trek,-3.0,,
minum,-3.0,,
beringat,-3.0,,
hingar,-5.0,,
wreda,-4.0,,
petus,-3.0,,
loksek,-4.0,,
mencemari,-4.0,,
mencopet,-5.0,,
daing,-4.0,,
kongkong,-3.0,,
sara bara,-5.0,,
rapun,-5.0,,
eban,-4.0,,
tuhmah,-3.0,,
perit,-4.0,,
merasuk hati,-3.0,,
minus,-3.0,,
erotan,-4.0,,
se-sat pusat,-4.0,,
menyikut,-5.0,,
khalifatullah,-4.0,,
desersi,-3.0,,
penobatan,-3.0,,
setengah,-3.0,,
direksi,-3.0,,
kecap,-4.0,,
pamflet,-3.0,,
tercampak,-5.0,,
kebimbangan,-4.0,,
pangkur,-4.0,,
bablas,-5.0,,
somplak,-4.0,,
memamah,-4.0,,
doi,-3.0,,
iming-iming,-3.0,,
kembang-kempis,-4.0,,
menyabet,-5.0,,
kegegeran,-3.0,,
menyeterui,-5.0,,
merumung,-3.0,,
mengembat,-5.0,,
menjual,-5.0,,
derek,-5.0,,
mata betung,-3.0,,
hasud,-5.0,,
koteng,-3.0,,
hulu,-3.0,,
kesukaran,-4.0,,
pembantah,-4.0,,
meninggalkan,-4.0,,
semuanya,-3.0,,
patah pucuk,-5.0,,
ketupat bangkahulu,-5.0,,
gedang,-4.0,,
sitoplasma,-5.0,,
pengumuman,-3.0,,
terbenam,-5.0,,
kesenyapan,-4.0,,
puisi,-3.0,,
penggelapan,-4.0,,
telerang,-3.0,,
permusuhan,-5.0,,
terasing,-5.0,,
digresi,-4.0,,
penyap,-3.0,,
lancip,-4.0,,
hoki,-3.0,,
celomes,-4.0,,
implementasi,-4.0,,
semrawut,-5.0,,
atresia,-3.0,,
menjejaki,-4.0,,
lopak,-4.0,,
membahana,-3.0,,
mampir,-3.0,,
bersurai,-3.0,,
gambar,-3.0,,
asid,-5.0,,
menggoyang,-3.0,,
rangkap,-3.0,,
lekukan,-3.0,,
langsuir,-4.0,,
random,-4.0,,
menakali,-4.0,,
pupus,-5.0,,
dukun,-3.0,,
mengharubirukan,-4.0,,
irsyad,-3.0,,
rurut,-5.0,,
gelantung,-4.0,,
diplomasi,-5.0,,
buram,-3.0,,
pengintai,-3.0,,
menginapkan (jenazah),-3.0,,
carik,-5.0,,
terpaksa,-4.0,,
terbelakang,-3.0,,
bertimbal,-3.0,,
mencerca,-5.0,,
pelana,-3.0,,
buras,-4.0,,
folder,-5.0,,
blangko,-3.0,,
badan,-3.0,,
tamparan,-3.0,,
berpoleng,-3.0,,
membekam,-4.0,,
tipu muslihat,-5.0,,
menyeluk,-3.0,,
jungkal,-5.0,,
kata-kata,-4.0,,
jengkang,-5.0,,
stok,-3.0,,
jalan arteri,-4.0,,
buah,-3.0,,
inferioritas,-5.0,,
tampak,-3.0,,
mencakar,-4.0,,
comberan,-4.0,,
gaul,-3.0,,
bab,-4.0,,
menampak,-4.0,,
beringas,-4.0,,
pada,-3.0,,
rudin,-5.0,,
memarak,-3.0,,
vampir,-5.0,,
menggaet,-5.0,,
pincang,-4.0,,
indolensi,-4.0,,
bercakar-cakaran,-4.0,,
dekadensi,-5.0,,
ambruk,-5.0,,
sebagai,-3.0,,
rubuh,-5.0,,
pawana,-4.0,,
radius,-4.0,,
kerikil,-3.0,,
berambu-rambu,-4.0,,
menghalang,-4.0,,
cemar,-5.0,,
lekat,-3.0,,
periksa,-5.0,,
lekas,-3.0,,
lekap,-3.0,,
cemat,-5.0,,
bunting,-3.0,,
disentri,-5.0,,
babak,-4.0,,
bertingkat,-4.0,,
kemerosotan,-5.0,,
atur,-4.0,,
gabas,-5.0,,
kohor,-3.0,,
berlebih-lebih,-4.0,,
pertunjuk,-3.0,,
suplai,-3.0,,
inteligen,-4.0,,
gunjingan,-5.0,,
artikel,-4.0,,
berjubal,-3.0,,
menyemir,-5.0,,
pongsu,-4.0,,
tatah-tatah,-5.0,,
anarki,-4.0,,
menyelami,-5.0,,
mencepung,-5.0,,
azab,-5.0,,
menegah,-5.0,,
menyumpahi,-5.0,,
dabih,-3.0,,
menyisikan,-4.0,,
pinak,-3.0,,
cempeng,-4.0,,
linguis,-3.0,,
perguaman,-4.0,,
telimpuh,-3.0,,
dangkung,-3.0,,
menyurut,-3.0,,
mengadili,-4.0,,
pita,-4.0,,
membual,-4.0,,
bijaksana,-4.0,,
awa-,-3.0,,
bergulat,-4.0,,
penyigian,-3.0,,
mengagumkan,-5.0,,
jambak,-5.0,,
cekah,-4.0,,
berlanggaran,-4.0,,
melunyah,-3.0,,
ujar,-4.0,,
pemikiran,-3.0,,
cepol,-4.0,,
lemau,-4.0,,
melepas,-5.0,,
cekat,-4.0,,
simpang-siur,-4.0,,
penengah,-3.0,,
menjebol,-3.0,,
menyetrap,-3.0,,
hadir,-3.0,,
subversif,-4.0,,
menyembarangi,-5.0,,
menimang-nimang,-3.0,,
balkon,-3.0,,
juwita,-4.0,,
tersimbah,-5.0,,
tersila,-3.0,,
tambeng,-5.0,,
anyir,-4.0,,
penghormatan,-3.0,,
berdekus,-3.0,,
madani,-4.0,,
menganggur,-4.0,,
berdikit-dikit,-3.0,,
ayat,-4.0,,
semprot,-5.0,,
reguk,-3.0,,
seluruhnya,-3.0,,
jelata,-5.0,,
berak air,-4.0,,
selia,-4.0,,
senang,-4.0,,
memejalkan,-3.0,,
kendati,-3.0,,
tunggang gunung,-4.0,,
pengasih,-4.0,,
gembung,-3.0,,
menjodohkan,-3.0,,
melindur,-3.0,,
tuntut,-3.0,,
beredak,-5.0,,
semena-mena,-5.0,,
kedung,-3.0,,
antek,-3.0,,
mandiri,-3.0,,
bancang,-5.0,,
perdata,-3.0,,
tertumbuk,-4.0,,
tawon,-3.0,,
terisolasi,-3.0,,
putus akal,-5.0,,
ringan lidah,-4.0,,
menyerempakkan,-3.0,,
terperosok,-5.0,,
menebuk,-3.0,,
ain,-5.0,,
topek,-4.0,,
alur,-4.0,,
serak,-4.0,,
terlengar,-4.0,,
aib,-5.0,,
frustasi,-3.0,,
penyemat,-4.0,,
ganggang,-3.0,,
bimbingan,-3.0,,
mewujudkan,-3.0,,
wafat,-5.0,,
peniadaan,-3.0,,
penolak,-3.0,,
geluduk,-3.0,,
arsip,-5.0,,
upaya,-4.0,,
papakerma,-5.0,,
istan,-5.0,,
buang air besar,-5.0,,
tongong,-3.0,,
tuntunan,-3.0,,
kecapekan,-3.0,,
inventori,-3.0,,
melabrak,-5.0,,
sedikit,-4.0,,
khinzir,-4.0,,
curna,-5.0,,
menghuni,-3.0,,
merayapi,-3.0,,
oles,-4.0,,
mendemonstrasikan,-4.0,,
cuka belanda,-5.0,,
mengalihkan,-5.0,,
berdampingan,-3.0,,
menggeletar,-4.0,,
kompas,-3.0,,
raib,-3.0,,
terbongkar,-3.0,,
pandir,-5.0,,
mengantarai,-3.0,,
kelam kabut,-4.0,,
bertambun,-3.0,,
topo,-5.0,,
menyunat,-5.0,,
melawat,-4.0,,
mengantara,-3.0,,
duaja,-3.0,,
pegawai pemerintah,-3.0,,
rahmat,-3.0,,
bergemam,-3.0,,
menanggungkan,-5.0,,
berandalan,-5.0,,
melibas,-4.0,,
berselawat,-3.0,,
pangsa,-3.0,,
pica,-4.0,,
meriba,-3.0,,
menyengat,-4.0,,
kanun,-3.0,,
menanggapi,-5.0,,
menggugat,-4.0,,
berkumandang,-3.0,,
boyak,-5.0,,
lucah,-5.0,,
cekang,-3.0,,
gondok,-4.0,,
ambai,-5.0,,
sangat,-5.0,,
gendak,-5.0,,
dalalah,-5.0,,
kecintaan,-3.0,,
bertimpa-timpa,-3.0,,
sewal,-5.0,,
gosip,-5.0,,
mata ikan,-4.0,,
muncul,-3.0,,
tungku,-4.0,,
ambau,-5.0,,
pukang,-3.0,,
terbang arwah,-4.0,,
mengungkapkan,-4.0,,
bersentuh,-5.0,,
aktif,-3.0,,
memanaskan,-4.0,,
ruat,-4.0,,
membantai,-4.0,,
plonga-plongo,-3.0,,
keropos,-3.0,,
rangkai,-4.0,,
bertindak,-4.0,,
membantar,-4.0,,
ruai,-4.0,,
ruak,-4.0,,
pagebluk,-5.0,,
canggung,-4.0,,
tergeliat,-3.0,,
lenggana,-4.0,,
insentif,-3.0,,
merangkam,-4.0,,
gegadan,-5.0,,
kicauan,-4.0,,
mengucur,-3.0,,
merangkak,-3.0,,
shabu-shabu,-3.0,,
banyak mulut,-4.0,,
mengorok,-3.0,,
percekcokan,-4.0,,
laporan,-5.0,,
unting,-5.0,,
ambiguitas,-5.0,,
menyampingkan,-4.0,,
bando,-4.0,,
mencarak,-3.0,,
celetuk,-5.0,,
ledekan,-5.0,,
arah,-4.0,,
pohon,-4.0,,
rumor,-5.0,,
aram,-3.0,,
menimangkan,-3.0,,
jelingah,-3.0,,
dengus,-3.0,,
dengut,-3.0,,
berlaga,-4.0,,
nasihat,-3.0,,
kerawanan,-4.0,,
murup,-3.0,,
lasat,-5.0,,
congor,-3.0,,
menegapkan,-3.0,,
perlengkapan,-3.0,,
sederhana,-5.0,,
jentaka,-5.0,,
macis,-4.0,,
amor,-4.0,,
dedak,-3.0,,
perosok,-4.0,,
jereket,-3.0,,
salin,-3.0,,
beranak pinak,-3.0,,
menggelorakan,-4.0,,
menjemukan,-3.0,,
sedat,-4.0,,
bonggol,-4.0,,
sebelah,-4.0,,
bersusila,-4.0,,
berliku-liku,-4.0,,
hidung,-5.0,,
bersaba,-3.0,,
penyatuan,-4.0,,
runtun,-5.0,,
meredam,-4.0,,
buah hati,-3.0,,
mendoa,-3.0,,
geser,-5.0,,
birokrat,-3.0,,
(barang) bekas,-4.0,,
memihakkan,-4.0,,
elusan,-3.0,,
tegar,-4.0,,
huni,-3.0,,
datang hati,-5.0,,
gegabah,-5.0,,
instruksi,-3.0,,
sadis,-5.0,,
bertelingkah,-4.0,,
sarak,-3.0,,
kandas,-5.0,,
berlarian,-5.0,,
agama,-3.0,,
mendompleng,-3.0,,
menitis,-3.0,,
berkisar,-3.0,,
penghapusan,-3.0,,
loakan,-4.0,,
dekaden,-5.0,,
bukti,-3.0,,
berkemih,-3.0,,
menabrak,-3.0,,
dungkul,-4.0,,
sia-sia,-4.0,,
kerok,-3.0,,
potol,-4.0,,
aliansi,-4.0,,
riba,-3.0,,
luak,-3.0,,
hantam,-5.0,,
penanda,-3.0,,
menjapit,-4.0,,
merosok,-3.0,,
berkeberatan,-4.0,,
ujung tangan,-4.0,,
encok,-5.0,,
otek,-4.0,,
koneksi,-4.0,,
mulut rambang,-4.0,,
anggara,-4.0,,
merecok,-4.0,,
penindihan,-4.0,,
gili-gili,-3.0,,
berurine,-3.0,,
pengebat,-3.0,,
mendedahkan,-4.0,,
armada,-5.0,,
terkutuk,-5.0,,
memenangi,-5.0,,
wan,-4.0,,
termasuk,-3.0,,
gado-gado,-4.0,,
wah,-3.0,,
gamang,-3.0,,
cantik,-4.0,,
merembes,-3.0,,
melemah,-3.0,,
kesetanan,-3.0,,
rakaat,-4.0,,
melepaskan,-5.0,,
terowongan,-4.0,,
vakum,-3.0,,
menolak,-4.0,,
faring,-5.0,,
bergemuruh,-3.0,,
ramah,-3.0,,
ramai,-5.0,,
pelontar,-3.0,,
berhanyut,-4.0,,
bersanggit,-5.0,,
esensial,-4.0,,
jajaran genjang,-4.0,,
menghabiskan,-4.0,,
menampakkan,-4.0,,
bercumbu,-4.0,,
lalat kerbau,-4.0,,
tidak keruan,-3.0,,
jaringan,-4.0,,
duel,-4.0,,
pencegah,-3.0,,
curang,-5.0,,
lewat batas,-4.0,,
tengak,-4.0,,
dampak,-3.0,,
tengkar,-4.0,,
meragukan,-3.0,,
layu,-4.0,,
balela,-4.0,,
memergoki,-5.0,,
merua,-4.0,,
cacau,-5.0,,
inspirasi,-3.0,,
beramuk-amukan,-4.0,,
setuju,-3.0,,
petir,-3.0,,
berbelit-belit,-4.0,,
lusuh,-5.0,,
tersiar,-3.0,,
galaba,-5.0,,
bertunjangkan,-4.0,,
pental,-3.0,,
paruh,-3.0,,
darurat,-4.0,,
geming,-4.0,,
hangit,-5.0,,
gepok,-5.0,,
realisasi,-3.0,,
memotivasi,-4.0,,
angkatan,-5.0,,
serupa,-3.0,,
kesentuhan,-3.0,,
kungkungan,-3.0,,
ajar,-3.0,,
luwes,-4.0,,
siaran,-3.0,,
acoan,-5.0,,
pegawai negeri,-3.0,,
merundung,-4.0,,
parut,-3.0,,
panar,-3.0,,
oyok,-3.0,,
cingangah,-4.0,,
bertele-tele,-3.0,,
menyerap,-3.0,,
hilang pikiran,-4.0,,
getol,-3.0,,
mengebiri,-3.0,,
merapatkan,-3.0,,
batil,-4.0,,
ketelanjuran,-5.0,,
siksaan,-5.0,,
setip,-3.0,,
kalimantang,-3.0,,
salah urat,-3.0,,
menempati,-3.0,,
bermotif,-3.0,,
indo,-3.0,,
jeritan,-5.0,,
berziarah,-4.0,,
adimarga,-4.0,,
menyolang,-3.0,,
terkelik,-3.0,,
